Component,Timestamp(us),Total Allocated(MB),Total Reserved(MB),Total Active(MB),Stream Ptr,Device Type
PTA+GE,1783598303376264.479	,2826.5009765625,9626.0,2826.5009765625,61,NPU:3
PTA,1783598303376265.040	,2826.5009765625,9626.0,2826.5009765625,61,NPU:3
PTA+GE,1783598303376265.040	,2826.5009765625,9626.0,2826.5009765625,61,NPU:3
PTA,1783598303376506.492	,2832.5009765625,9626.0,2832.5009765625,61,NPU:3
PTA+GE,1783598303376506.492	,2832.5009765625,9626.0,2832.5009765625,61,NPU:3
PTA,1783598303376519.191	,2832.50146484375,9626.0,2832.50146484375,61,NPU:3
PTA+GE,1783598303376519.191	,2832.50146484375,9626.0,2832.50146484375,61,NPU:3
PTA,1783598303376530.979	,2832.5009765625,9626.0,2832.5009765625,61,NPU:3
PTA+GE,1783598303376530.979	,2832.5009765625,9626.0,2832.5009765625,61,NPU:3
PTA,1783598303376531.560	,2832.5009765625,9626.0,2832.5009765625,61,NPU:3
PTA+GE,1783598303376531.560	,2832.5009765625,9626.0,2832.5009765625,61,NPU:3
PTA,1783598303376844.028	,3216.5009765625,9626.0,3216.5009765625,61,NPU:3
PTA+GE,1783598303376844.028	,3216.5009765625,9626.0,3216.5009765625,61,NPU:3
PTA,1783598303376850.448	,3216.50146484375,9626.0,3216.50146484375,61,NPU:3
PTA+GE,1783598303376850.448	,3216.50146484375,9626.0,3216.50146484375,61,NPU:3
PTA,1783598303376855.516	,3216.5009765625,9626.0,3216.5009765625,61,NPU:3
PTA+GE,1783598303376855.516	,3216.5009765625,9626.0,3216.5009765625,61,NPU:3
PTA,1783598303376856.337	,3216.5009765625,9626.0,3216.5009765625,61,NPU:3
PTA+GE,1783598303376856.337	,3216.5009765625,9626.0,3216.5009765625,61,NPU:3
PTA,1783598303376869.637	,3344.5009765625,9626.0,3344.5009765625,61,NPU:3
PTA+GE,1783598303376869.637	,3344.5009765625,9626.0,3344.5009765625,61,NPU:3
PTA,1783598303376873.833	,3344.50146484375,9626.0,3344.50146484375,61,NPU:3
PTA+GE,1783598303376873.833	,3344.50146484375,9626.0,3344.50146484375,61,NPU:3
PTA,1783598303376878.861	,3344.5009765625,9626.0,3344.5009765625,61,NPU:3
PTA+GE,1783598303376878.861	,3344.5009765625,9626.0,3344.5009765625,61,NPU:3
PTA,1783598303376879.632	,3344.5009765625,9626.0,3344.5009765625,61,NPU:3
PTA+GE,1783598303376879.632	,3344.5009765625,9626.0,3344.5009765625,61,NPU:3
PTA,1783598303376890.148	,3472.5009765625,9626.0,3472.5009765625,61,NPU:3
PTA+GE,1783598303376890.148	,3472.5009765625,9626.0,3472.5009765625,61,NPU:3
PTA,1783598303376894.013	,3472.50146484375,9626.0,3472.50146484375,61,NPU:3
PTA+GE,1783598303376894.013	,3472.50146484375,9626.0,3472.50146484375,61,NPU:3
PTA,1783598303376897.849	,3472.5009765625,9626.0,3472.5009765625,61,NPU:3
PTA+GE,1783598303376897.849	,3472.5009765625,9626.0,3472.5009765625,61,NPU:3
PTA,1783598303376898.300	,3472.5009765625,9626.0,3472.5009765625,61,NPU:3
PTA+GE,1783598303376898.300	,3472.5009765625,9626.0,3472.5009765625,61,NPU:3
PTA,1783598303377451.519	,3466.5009765625,9626.0,3466.5009765625,61,NPU:3
PTA+GE,1783598303377451.519	,3466.5009765625,9626.0,3466.5009765625,61,NPU:3
PTA,1783598303377452.060	,3466.5009765625,9626.0,3466.5009765625,61,NPU:3
PTA+GE,1783598303377452.060	,3466.5009765625,9626.0,3466.5009765625,61,NPU:3
PTA,1783598303377458.730	,2698.5009765625,9626.0,2698.5009765625,61,NPU:3
PTA+GE,1783598303377458.730	,2698.5009765625,9626.0,2698.5009765625,61,NPU:3
PTA,1783598303377459.241	,2698.5009765625,9626.0,2698.5009765625,61,NPU:3
PTA+GE,1783598303377459.241	,2698.5009765625,9626.0,2698.5009765625,61,NPU:3
